title,original,type,kids,age_rating,popularity,year,seasons,episodes,genres,audio,subtitles,cover,url,description
Crashing,Crashing,series,,16,3.9,2017,3,9,comedy,Hungarian; Czech; English - Original; Polish; Spanish (Spain); French,Serbian (Latin); Slovenian; Romanian (Moldova); Portuguese; Croatian; Hungarian; Polish; Bulgarian; Dutch; Finnish; Estonian; Latvian; Danish; Swedish; Lithuanian; Czech; English; Macedonian; French,https://images.cdn.prd.api.discomax.com/nFzQN/yXjPr4_J20heZ8X5A.jpeg,https://play.hbomax.com/show/3a7e596c-486c-428e-85fd-6497ae100950,Pete Holmes created and stars in this comedy series about a stand-up comic who reevaluates his life amidst the New York City comedy scene.
"Crazy, Not Insane","Crazy, Not Insane",movie,,12,1.0,2020,31,9,crime; documentary,English - Original; Polish; Spanish (Spain),Bulgarian; Croatian; Serbian (Latin); Latvian; Romanian (Moldova); Lithuanian; Portuguese; Slovenian; Polish; Estonian; Hungarian; Czech; Dutch; English; Macedonian; Swedish; Norwegian (Bokmål); Spanish (Spain); Finnish; Danish,https://images.cdn.prd.api.discomax.com/X2cAQ/Kvg3HEfAvG67zxLUg.jpeg,https://play.hbomax.com/movie/7eeb16ac-a2c1-4211-9d15-172fabdc52c7,​A provocative look at the minds of serial killers through the lens of renowned psychiatrist Dorothy Otnow Lewis.
Creature Commandos,Creature Commandos,series,,16,9.7,2024,1,9,adult-animation; action,English - Original; English - Audio Description; Spanish (Spain); Spanish (Latin America); Polish; French; Portuguese (Brazil); Czech; Hungarian; Portuguese; Italian; German; Ukrainian; Russian,English - CC; Finnish; Portuguese (Brazil); Spanish (Latin America); Croatian; Swedish; Danish; English - SDH; Romanian (Moldova); French; Spanish (Spain); Polish; Dutch; Portuguese; Serbian (Latin); Bulgarian; Slovenian; Macedonian; Norwegian (Bokmål); Slovak; Czech; Hungarian; Italian; German - SDH; Hebrew; English,https://images.cdn.prd.api.discomax.com/3FN0X/WBWHooSqy-sZyhmwg.jpeg,https://play.hbomax.com/show/44f3a3fd-107e-49ac-bf74-c0383525b8ca,"In this edgy DC animated series, a secret team of incarcerated monsters is the last resort for missions deemed too dangerous for humans."
Crikey! It's the Irwins,Crikey! It's the Irwins,series,yes,9,1.3,2018,4,14,science-nature; kids-family,English - Original,Macedonian; Serbian (Latin); Croatian; English - SDH; Slovenian,https://images.cdn.prd.api.discomax.com/lMudr/OC_0d2nqr3tU4xOrQ.jpeg,https://play.hbomax.com/show/53b00021-077d-4c30-a360-5f2c60cecb2b,Follow the Irwins as they help to rescue and relocate animals in need.
Crimes Gone Viral,Crimes Gone Viral,series,,16,1.3,2020,1,12,reality; crime,English - Original,Serbian (Latin); Slovenian; Croatian; Macedonian; English,https://images.cdn.prd.api.discomax.com/ehjxa/YRMYbnMjmyOm4EXVQ.jpeg,https://play.hbomax.com/show/bba480da-5b04-466b-88ed-de33ca6bf31c,The wild stories behind viral videos of shocking crimes caught on camera.
Cris Miró (She|Her|Hers),Cris Miró (She|Her|Hers),series,,14,0.0,2024,1,8,drama,Spanish (Latin America); Polish; English; French,Macedonian; Croatian; English; Serbian (Latin); Slovenian; Bulgarian; Czech; Romanian (Moldova); Portuguese; Dutch; Norwegian (Bokmål); Finnish; Swedish; Spanish (Spain); Danish; Polish; Hungarian; French,https://images.cdn.prd.api.discomax.com/1IhkJ/yL_OsViNifxK1uwKw.jpeg,https://play.hbomax.com/show/ad65a70c-cd85-4c5c-8642-49ad4c9df765,"The story of Cris Miró, the first successful Argentine trans star, an icon of the 90s and a revolutionary whose legacy still lives on."
Crisis Hotline: Veterans Press 1,Crisis Hotline: Veterans Press 1,movie,,9,0.1,2013,2,1,documentary,Polish; English - Original,Finnish; Danish; Slovenian; Croatian; Hungarian; Norwegian (Bokmål); Swedish; Macedonian; Polish; English; Serbian (Latin); Romanian (Moldova); Dutch; Czech; Bulgarian,https://images.cdn.prd.api.discomax.com/SVFGV/pQmp1fZ-ge5lsilsA.jpeg,https://play.hbomax.com/movie/3e7814b4-45d7-42e9-baba-750707802d94,Counselors at the Veterans' Crisis Line open up about providing phone support to troubled military veterans.
Critical Incident: Death at the Border,Critical Incident: Death at the Border,movie,,12,0.5,2025,9,12,crime; documentary,English - Original; English - Audio Description; Spanish (Spain); Russian; Polish,Portuguese (Brazil); Spanish (Latin America); Spanish (Latin America) - CC; English - CC; English; Bulgarian; Czech; Macedonian; Hungarian; Croatian; German; Danish; Norwegian (Bokmål); French; Spanish (Spain); Portuguese; Dutch; Swedish; Finnish; Hebrew; Lithuanian; Ukrainian; Estonian; Greek; Latvian; Turkish; Slovenian; Polish; Serbian (Latin); Romanian (Moldova),https://images.cdn.prd.api.discomax.com/INhyx/K-Gs4UnBdyc8qSUSw.jpeg,https://play.hbomax.com/movie/d2e96ad1-9694-4f57-bd16-eb7fcc536477,"CRITICAL INCIDENT revisits the 2010 death of Anastasio Hernández-Rojas, an undocumented Mexican immigrant who died while in custody at the border."
Cube,Cube,movie,,16,4.1,1997,0,5,horror; fantasy,Polish; English - Original; Hungarian; Czech,Bulgarian; Romanian (Moldova); English; Czech; Croatian; Serbian (Latin); Slovenian; Macedonian; Polish; Hungarian,https://images.cdn.prd.api.discomax.com/z6NMc/TgZgdYuCA-7MYOTXw.jpeg,https://play.hbomax.com/movie/83dd90fe-9ebf-4722-a1f9-d8aeaab0689e,Six strangers find themselves imprisoned inside a giant cubic maze filled with deadly traps. Each of them has a skill that could help escape.
Curb Your Enthusiasm,Curb Your Enthusiasm,series,,12,55.8,2000,55,24,comedy,English - Original; Hungarian; Czech; Polish; Spanish (Spain); English - Audio Description; French; English,Slovenian; Serbian (Latin); Macedonian; English; Croatian; Portuguese; Finnish; Latvian; Hungarian; Lithuanian; Swedish; Danish; Czech; Romanian (Moldova); Estonian; Dutch; Bulgarian; Polish; Spanish (Spain); French,https://images.cdn.prd.api.discomax.com/0LHX9/juPIZpl6sUpOD4djg.jpeg,https://play.hbomax.com/show/18a0993f-209a-4653-8f94-f3fb8422e678,Larry David stars as himself in this comedy series that follows him as he lands himself in various predicaments.
Curse of the Bermuda Triangle,Curse of the Bermuda Triangle,series,,AL,0.4,2020,1,8,science-nature; adventure-survival,English,Macedonian; Serbian (Latin); Croatian; Slovenian,https://images.cdn.prd.api.discomax.com/Yf_CE/63r8WYXnBDu75I3KA.jpeg,https://play.hbomax.com/show/6b8dd8c2-edd0-4caa-8c57-4ab3e8b473ca,Experts attempt to unravel some of the Bermuda Triangle's biggest secrets.
Cutting Edge,Cutting Edge,movie,,12,2.7,2006,0,1,documentary,Polish; English - Original,Slovenian; Serbian (Latin); Bulgarian; Czech; Hungarian; Polish; English; Croatian; Macedonian; Dutch; Romanian (Moldova),https://images.cdn.prd.api.discomax.com/bxD_C/RUQJLNaWbR9UDFThQ.jpeg,https://play.hbomax.com/movie/f30ff7d9-021a-4c9c-969d-d95d484bd975,Go inside a busy Harlem barbershop where African-American men (and a few women) from  all walks of life join in on lively discussions.
Daddy,Daddy,movie,,12,0.8,2011,3,2,drama; european,Croatian - Original,Slovenian; English; Croatian - SDH; Serbian (Latin) - SDH; Bulgarian; Macedonian,https://images.cdn.prd.api.discomax.com/FKZ27/Cgc-gjSCUA9-b2Shw.jpeg,https://play.hbomax.com/movie/da24602f-a4bb-4993-be8c-fc010b4c9133,"When a girl travels to Lika together with her boyfriend and sister to visit her estranged father, hidden secrets are revealed."
Dali Land,Dali Land,movie,,16,0.0,2020,0,5,drama,Polish; English - Original; Hungarian; Czech,Slovenian; Czech; Romanian (Moldova); Bulgarian; Polish; Croatian; Hungarian; English; Macedonian; Serbian (Latin),https://images.cdn.prd.api.discomax.com/0feg_/GZTKgsribcbUJv4KQ.jpeg,https://play.hbomax.com/movie/f4e4d55c-1d12-491f-9338-7e41dc8d4bdb,"A series of flashbacks trace the story of Dali and Gala’s young love. Through a romantic lens, Dali tells his gallery assistant stories of his youth."
Dalia and the Red Book,Dalia and the Red Book,movie,yes,6,0.0,2024,2,6,family; european,English - Original,Slovenian; Macedonian; English; Croatian; Serbian (Latin),https://images.cdn.prd.api.discomax.com/TrPSI/Wwuy-EYBA0epMdirQ.jpeg,https://play.hbomax.com/movie/69ef64a6-b0e2-4a26-bc11-60434b7fd585,Dalia must finish her late father's unfinished book but gets drawn into its world where the characters are fighting to become heroes.
Daniel,Daniel,movie,,12,0.9,2023,1,7,documentary,English - Original; Spanish (Spain); Polish; English - Audio Description,Slovenian; Hungarian; Serbian (Latin); Spanish (Spain); Swedish; Dutch; Portuguese; Croatian; Finnish; Czech; Romanian (Moldova); Macedonian; Bulgarian; Norwegian (Bokmål); Danish; Polish; English; Estonian; Lithuanian; Latvian,https://images.cdn.prd.api.discomax.com/j41Gb/9nCQ4V7YmC_dtnM5A.jpeg,https://play.hbomax.com/movie/4995755a-9200-4a6e-a835-d91850097dbb,​First-time filmmaker and adventurer Daniel Northcott chronicles his search for connection and meaning while visiting 42 countries.
Darcey & Stacey,Darcey & Stacey,series,,AL,0.8,2020,1,9,reality,English - Original,Macedonian; Serbian (Latin); Croatian; Slovenian; English - SDH; English,https://images.cdn.prd.api.discomax.com/yyneq/HTw0y5jnBIJTyZ3wg.jpeg,https://play.hbomax.com/show/6e40764f-9841-44f5-ba95-26a3b1399fb8,"From marriage to divorce and everything in between, these outrageous twins do everything together."
Dark Light: The Art Of Blind Photographers,Dark Light: The Art Of Blind Photographers,movie,,AL,0.1,2010,0,3,documentary,English - Original; Polish,Serbian (Latin); Czech; Dutch; Romanian (Moldova); Hungarian; Croatian; Slovenian; Bulgarian; English; Macedonian; Polish,https://images.cdn.prd.api.discomax.com/Mh8HT/eIkNVxZgvJYs08ExQ.jpeg,https://play.hbomax.com/movie/6d74a32d-6c93-4c0a-b157-85bbba05c12f,"This film explores the artistry and innovation of blind photographers Pete Eckert, Bruce Hall and Henry Butler."
Darkest Hour,Darkest Hour,movie,,9,3.6,2018,0,3,drama; european,English - Original; Czech; English - Audio Description; Hungarian; Polish,Macedonian; Serbian (Latin); Bulgarian; Croatian; Slovenian; Polish; Romanian (Moldova); English; Czech; Hungarian,https://images.cdn.prd.api.discomax.com/DmjAB/jFSfmImAMYxny2hFQ.jpeg,https://play.hbomax.com/movie/e256f952-cc9a-4717-bd58-a408ca18ae7c,"As Hitler's forces close in on the United Kingdom, Winston Churchill is elected Prime Minister and is tasked to lead and protect his nation."
Darling I Love You,Darling I Love You,movie,,12,0.0,2011,0,3,documentary; european,Polish; Hungarian; Czech; English,English; Croatian; Romanian (Moldova); Bulgarian; Serbian (Latin); Slovenian; Macedonian,https://images.cdn.prd.api.discomax.com/zQyOG/mfASZ3vWVgBaURZ3Q.jpeg,https://play.hbomax.com/movie/f0d49aa1-9d64-40b7-9fec-b8f46885df1a,"We follow three women from Poland as they meet, fall in love, and even marry young handsome Egyptians."
David Holmes: The Boy Who Lived,David Holmes: The Boy Who Lived,movie,,12,0.5,2023,8,14,documentary,English - Audio Description; Spanish (Spain); Polish; English - Original,Polish; Romanian (Moldova); Croatian; Hungarian; Portuguese; English; Dutch; Bulgarian; Swedish; Slovenian; Serbian (Latin); Spanish (Spain); Danish; Macedonian; Czech; Finnish; French; Lithuanian; Latvian; Estonian,https://images.cdn.prd.api.discomax.com/x9otD/TNevtz37wHNKStpxg.jpeg,https://play.hbomax.com/movie/79abc2df-3e0a-49d5-952e-463d4f1bfff7,"A coming-of-age documentary of Daniel Radcliffe and his stunt double David Holmes, whose close friendship endures a life-changing accident."
David McCullough: Painting With Words,David McCullough: Painting With Words,movie,,AL,0.3,2008,2,4,documentary,Polish; Hungarian; English - Original; Czech,Serbian (Latin); Polish; Croatian; Romanian (Moldova); Bulgarian; Slovenian; English; Dutch; Macedonian; Hungarian,https://images.cdn.prd.api.discomax.com/sv3Qe/j-grijPwfBIM5JISg.jpeg,https://play.hbomax.com/movie/2ad73605-eb52-4191-b583-05bb4e9a5827,Author and historian David McCullough welcomes viewers into his public and private worlds in this documentary.
Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,movie,yes,12,10.8,2014,0,6,action; fantasy,Hungarian; English - Original; Czech; Polish,Czech; Danish; Norwegian (Bokmål); Croatian; Serbian (Latin); Swedish; Hungarian; Macedonian; English; Dutch; Slovenian; Finnish; Romanian (Moldova); Bulgarian; Polish,https://images.cdn.prd.api.discomax.com/lg3-n/25kw3neMoROqtEaQg.jpeg,https://play.hbomax.com/movie/80f06502-40c1-4dd3-9150-20908f383073,"The time of the ape has come...while man struggles to survive in this riveting sequel to ""Rise of the Planet of the Apes."""
Day of Reckoning,Day of Reckoning,movie,,16,3.2,2025,0,3,action; crime,English - Original; Polish; Hungarian; Russian; Slovak; Turkish; Czech; Ukrainian,English - CC; French; Portuguese; Dutch; Danish; Latvian; Finnish; Croatian; Lithuanian; Estonian; Greek; Czech; Polish; Icelandic; Norwegian (Bokmål); Hungarian; Bulgarian; Macedonian; Russian; Serbian (Latin); Swedish; Ukrainian; Slovak; Slovenian; Turkish; Romanian (Moldova),https://images.cdn.prd.api.discomax.com/d7dXH/I0qR9VuZ7GDMDvN2w.jpeg,https://play.hbomax.com/movie/0893d8a0-3356-4be6-90bb-513fa5be7bd5,A small-town sheriff and a corrupt US Marshal hold a violent outlaw's wife hostage in order to lure him into a showdown.
Daybreak,Daybreak,movie,,16,3.2,1993,10,9,fantasy; drama,Czech; Polish; English - Original; Hungarian,Dutch; Swedish; Danish; Croatian; Macedonian; Romanian (Moldova); Bulgarian; English; Slovenian; Finnish; Serbian (Latin); Norwegian (Bokmål); Polish,https://images.cdn.prd.api.discomax.com/F7m7A/XhxTJKdxxlAMXWvbQ.jpeg,https://play.hbomax.com/movie/c9375027-d696-4049-ba47-5e4db7bdb5d3,A deadly plague ravages America and a repressive government's only response is to quarantine its victims in this futuristic thriller.
Days of Happiness,Days of Happiness,movie,,9,0.0,2023,0,1,drama; european,French Canadian - Original; Polish; Hungarian; Czech,English; Czech; Hungarian; Romanian (Moldova); Macedonian; Serbian (Latin); Slovenian; Croatian; Polish; Bulgarian,https://images.cdn.prd.api.discomax.com/N_qwT/NUmDHqRNkppElJjVA.jpeg,https://play.hbomax.com/movie/2b6a4b3d-9d3f-4be0-86d8-a5d2b3921bac,"Emma, a successful orchestra conductor, must overcome her difficult relationship with her father-agent and choose between career and love with Naëlle."
De Frogers: Happy Campers,De Frogers: Happy Campers,series,,AL,0.0,2023,1,6,reality; european,Czech; Polish; Hungarian; Bulgarian; Dutch - Original,Dutch; Swedish; English; Norwegian (Bokmål); Danish; Serbian (Latin); Finnish; Hungarian; Polish; Estonian; Macedonian; Croatian; Slovak; Romanian (Moldova); French; Czech; Slovenian; Bulgarian,https://images.cdn.prd.api.discomax.com/SHcou/4c8kAvx3v-gGN873g.jpeg,https://play.hbomax.com/show/0e97ca17-829a-477b-a0fe-5fd1b65cd7ba,"The entire Froger family goes on a camping holiday to the southern English coast, with four campers and a caravan."
Dead Silence,Dead Silence,movie,,16,6.6,1997,0,1,crime; drama,Polish; English - Original; Hungarian,Bulgarian; Swedish; Romanian (Moldova); Serbian (Latin); Dutch; Czech; English; Danish; Croatian; Polish; Slovenian; Macedonian; Finnish; Norwegian (Bokmål),https://images.cdn.prd.api.discomax.com/zaadl/egbCRpL5C_CeXW_OQ.jpeg,https://play.hbomax.com/movie/9d7e4840-5e54-41d3-9599-c07f4b85bb49,James Garner is a hostage negotiator who deals with three fugitives who are holding school-kids and their teacher at gunpoint.
Deadliest Catch,Deadliest Catch,series,,12,21.9,2004,21,11,adventure-survival; reality,English - Original,Slovenian; Croatian; Serbian (Latin); Macedonian; English - SDH,https://images.cdn.prd.api.discomax.com/UkBfH/wpCx9WgE-53E-8eGw.jpeg,https://play.hbomax.com/show/0b0e7d13-ad3c-47f0-9d10-a7f322da9ed8,Crab fishermen battle Arctic weather and brutal waves for big money.
Deadliest Catch: The Viking Returns,Deadliest Catch: The Viking Returns,series,,AL,0.5,2022,1,8,adventure-survival; reality,English - Original,Slovenian; Serbian (Latin); Croatian; Macedonian,https://images.cdn.prd.api.discomax.com/QIiiY/Pj6XGlT-zVuxM0kNQ.jpeg,https://play.hbomax.com/show/72059d48-719f-49c3-9ec4-2a68aa2fd120,Sig Hansen returns to his ancestral homeland to build a new fishing empire.
Deadliest Families,Deadliest Families,series,,12,0.2,2024,1,6,crime; european,English,Slovenian; Serbian (Latin); Croatian; English; Macedonian,https://images.cdn.prd.api.discomax.com/lmKfL/qiFNedAgAbDvGOAGA.jpeg,https://play.hbomax.com/show/c59da734-f547-4086-aa4a-cd7c23e44e2e,Chilling and devastating stories of murderers who kill their own family.
Deadly Influence: The Social Media Murders,Deadly Influence: The Social Media Murders,series,,14,1.1,2024,1,6,crime,English - Original,English; Serbian (Latin); Slovenian; Macedonian; Croatian,https://images.cdn.prd.api.discomax.com/cD7qI/feBOOcuo5QSQBHpMg.jpeg,https://play.hbomax.com/show/5e616063-e9b3-47a9-ab25-3ec03387dbb4,Shocking stories of how online dreams can become blood-soaked nightmares.
Deadwood: The Movie,Deadwood: The Movie,movie,,16,1.9,2019,8,11,action; drama,English - Original; English - Audio Description; Spanish (Spain); Hungarian; Polish; Czech; French,English - CC; Macedonian; Slovenian; Bulgarian; Romanian (Moldova); Serbian (Latin); Swedish; Portuguese; Spanish (Spain); Croatian; Hungarian; Danish; Finnish; Czech; Dutch; Polish; French,https://images.cdn.prd.api.discomax.com/olUEX/mO7GX3aKQFN3ZkGFQ.jpeg,https://play.hbomax.com/movie/1e58f764-728c-44b5-b8f1-d299e58af169,The long-awaited Deadwood film follows the 10-year reunion of the camp to celebrate South Dakota's statehood.
